orig.ident	nReads	nGene	celltype
lung_SmartSeq2_Smart-seq2_J11.MAA001847.3_39_F.1.1	Smart-seq2	307174	3241	FB_alveolar
lung_SmartSeq2_Smart-seq2_L13.MAA001847.3_39_F.1.1	Smart-seq2	269187	1935	FB_alveolar
lung_SmartSeq2_Smart-seq2_G9.MAA001847.3_39_F.1.1	Smart-seq2	757803	4424	Epi_AT2
lung_SmartSeq2_Smart-seq2_N5.MAA001847.3_39_F.1.1	Smart-seq2	669835	3920	DC_cDC2
lung_SmartSeq2_Smart-seq2_O10.MAA001847.3_39_F.1.1	Smart-seq2	749580	3549	FB_adventitial
lung_SmartSeq2_Smart-seq2_P20.MAA001847.3_39_F.1.1	Smart-seq2	114495	1230	Tcell_CD8T
lung_SmartSeq2_Smart-seq2_I1.MAA001847.3_39_F.1.1	Smart-seq2	147541	1665	Tcell_CD4T
lung_SmartSeq2_Smart-seq2_N6.MAA001847.3_39_F.1.1	Smart-seq2	224216	2262	DC_cDC2
lung_SmartSeq2_Smart-seq2_O11.MAA001847.3_39_F.1.1	Smart-seq2	206000	2485	FB_alveolar
lung_SmartSeq2_Smart-seq2_J14.MAA001847.3_39_F.1.1	Smart-seq2	306993	2480	FB_alveolar
lung_SmartSeq2_Smart-seq2_L14.MAA001847.3_39_F.1.1	Smart-seq2	155261	2128	FB_alveolar
lung_SmartSeq2_Smart-seq2_G10.MAA001847.3_39_F.1.1	Smart-seq2	899273	3595	FB_alveolar
lung_SmartSeq2_Smart-seq2_I2.MAA001847.3_39_F.1.1	Smart-seq2	517340	3856	DC_cDC2
lung_SmartSeq2_Smart-seq2_J16.MAA001847.3_39_F.1.1	Smart-seq2	513653	4193	FB_adventitial
lung_SmartSeq2_Smart-seq2_L15.MAA001847.3_39_F.1.1	Smart-seq2	445037	3196	FB_alveolar
lung_SmartSeq2_Smart-seq2_O13.MAA001847.3_39_F.1.1	Smart-seq2	381386	3189	FB_adventitial
lung_SmartSeq2_Smart-seq2_N7.MAA001847.3_39_F.1.1	Smart-seq2	106875	732	DC_cDC2
lung_SmartSeq2_Smart-seq2_G12.MAA001847.3_39_F.1.1	Smart-seq2	1028474	4235	FB_alveolar
lung_SmartSeq2_Smart-seq2_O14.MAA001847.3_39_F.1.1	Smart-seq2	481774	3372	FB_alveolar
lung_SmartSeq2_Smart-seq2_I4.MAA001847.3_39_F.1.1	Smart-seq2	217074	2392	DC_cDC2
lung_SmartSeq2_Smart-seq2_J17.MAA001847.3_39_F.1.1	Smart-seq2	362521	2895	FB_alveolar
lung_SmartSeq2_Smart-seq2_L17.MAA001847.3_39_F.1.1	Smart-seq2	478222	2681	FB_alveolar
lung_SmartSeq2_Smart-seq2_N8.MAA001847.3_39_F.1.1	Smart-seq2	342146	1315	Epi_AT2
lung_SmartSeq2_Smart-seq2_G13.MAA001847.3_39_F.1.1	Smart-seq2	906409	3412	FB_alveolar
lung_SmartSeq2_Smart-seq2_I6.MAA001847.3_39_F.1.1	Smart-seq2	389693	3135	Epi_AT2
lung_SmartSeq2_Smart-seq2_J20.MAA001847.3_39_F.1.1	Smart-seq2	211571	1882	Bcell
lung_SmartSeq2_Smart-seq2_L19.MAA001847.3_39_F.1.1	Smart-seq2	624945	3404	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_N9.MAA001847.3_39_F.1.1	Smart-seq2	452178	2901	Bcell
lung_SmartSeq2_Smart-seq2_O16.MAA001847.3_39_F.1.1	Smart-seq2	355294	2487	FB_adventitial
lung_SmartSeq2_Smart-seq2_G14.MAA001847.3_39_F.1.1	Smart-seq2	282532	1989	Endo_capillary
lung_SmartSeq2_Smart-seq2_I7.MAA001847.3_39_F.1.1	Smart-seq2	486979	3198	Epi_AT2
lung_SmartSeq2_Smart-seq2_J21.MAA001847.3_39_F.1.1	Smart-seq2	269646	1943	Tcell_CD4T
lung_SmartSeq2_Smart-seq2_L21.MAA001847.3_39_F.1.1	Smart-seq2	309974	2334	NK
lung_SmartSeq2_Smart-seq2_N10.MAA001847.3_39_F.1.1	Smart-seq2	326042	1411	FB_alveolar
lung_SmartSeq2_Smart-seq2_O17.MAA001847.3_39_F.1.1	Smart-seq2	542377	3129	FB_alveolar
lung_SmartSeq2_Smart-seq2_G16.MAA001847.3_39_F.1.1	Smart-seq2	501698	2846	FB_alveolar
lung_SmartSeq2_Smart-seq2_O19.MAA001847.3_39_F.1.1	Smart-seq2	185572	1843	Endo_capillary
lung_SmartSeq2_Smart-seq2_I8.MAA001847.3_39_F.1.1	Smart-seq2	301017	3143	DC_cDC2
lung_SmartSeq2_Smart-seq2_J22.MAA001847.3_39_F.1.1	Smart-seq2	366441	2374	Tcell_CD4T
lung_SmartSeq2_Smart-seq2_L22.MAA001847.3_39_F.1.1	Smart-seq2	113945	1173	Tcell_CD8T
lung_SmartSeq2_Smart-seq2_N11.MAA001847.3_39_F.1.1	Smart-seq2	288040	2416	FB_alveolar
lung_SmartSeq2_Smart-seq2_G17.MAA001847.3_39_F.1.1	Smart-seq2	862804	2436	FB_alveolar
lung_SmartSeq2_Smart-seq2_I9.MAA001847.3_39_F.1.1	Smart-seq2	592455	3396	Epi_AT2
lung_SmartSeq2_Smart-seq2_M1.MAA001847.3_39_F.1.1	Smart-seq2	143498	1637	Tcell_CD4T
lung_SmartSeq2_Smart-seq2_F4.MAA001847.3_39_F.1.1	Smart-seq2	626186	3684	Epi_AT2
lung_SmartSeq2_Smart-seq2_G18.MAA001847.3_39_F.1.1	Smart-seq2	201622	2118	Endo_venous
lung_SmartSeq2_Smart-seq2_I10.MAA001847.3_39_F.1.1	Smart-seq2	294838	3239	FB_alveolar
lung_SmartSeq2_Smart-seq2_K4.MAA001847.3_39_F.1.1	Smart-seq2	345627	3214	DC_cDC2
lung_SmartSeq2_Smart-seq2_M2.MAA001847.3_39_F.1.1	Smart-seq2	744150	2409	DC_cDC3
lung_SmartSeq2_Smart-seq2_N13.MAA001847.3_39_F.1.1	Smart-seq2	195802	2528	FB_alveolar
lung_SmartSeq2_Smart-seq2_N12.MAA001847.3_39_F.1.1	Smart-seq2	287559	2806	FB_alveolar
lung_SmartSeq2_Smart-seq2_O21.MAA001847.3_39_F.1.1	Smart-seq2	235908	1908	NK
lung_SmartSeq2_Smart-seq2_O20.MAA001847.3_39_F.1.1	Smart-seq2	133491	1193	Neutrophil
lung_SmartSeq2_Smart-seq2_G21.MAA001847.3_39_F.1.1	Smart-seq2	220578	1921	Bcell
lung_SmartSeq2_Smart-seq2_I11.MAA001847.3_39_F.1.1	Smart-seq2	345493	3017	FB_alveolar
lung_SmartSeq2_Smart-seq2_K5.MAA001847.3_39_F.1.1	Smart-seq2	367059	3042	DC_cDC2
lung_SmartSeq2_Smart-seq2_M3.MAA001847.3_39_F.1.1	Smart-seq2	82902	1467	Epi_ciliated
lung_SmartSeq2_Smart-seq2_N15.MAA001847.3_39_F.1.1	Smart-seq2	290195	3130	FB_alveolar
lung_SmartSeq2_Smart-seq2_O22.MAA001847.3_39_F.1.1	Smart-seq2	43531	643	Neutrophil
lung_SmartSeq2_Smart-seq2_F5.MAA001847.3_39_F.1.1	Smart-seq2	552386	3138	DC_cDC3
lung_SmartSeq2_Smart-seq2_I12.MAA001847.3_39_F.1.1	Smart-seq2	293526	2972	FB_alveolar
lung_SmartSeq2_Smart-seq2_K6.MAA001847.3_39_F.1.1	Smart-seq2	625247	3625	Epi_AT2
lung_SmartSeq2_Smart-seq2_M5.MAA001847.3_39_F.1.1	Smart-seq2	530935	3554	DC_cDC1
lung_SmartSeq2_Smart-seq2_N16.MAA001847.3_39_F.1.1	Smart-seq2	180017	1858	Pericyte
lung_SmartSeq2_Smart-seq2_F7.MAA001847.3_39_F.1.1	Smart-seq2	567007	3390	DC_cDC1
lung_SmartSeq2_Smart-seq2_G22.MAA001847.3_39_F.1.1	Smart-seq2	259445	2135	NK
lung_SmartSeq2_Smart-seq2_P2.MAA001847.3_39_F.1.1	Smart-seq2	528292	2964	Epi_AT2
lung_SmartSeq2_Smart-seq2_F8.MAA001847.3_39_F.1.1	Smart-seq2	251862	2253	DC_cDC2
lung_SmartSeq2_Smart-seq2_H1.MAA001847.3_39_F.1.1	Smart-seq2	440026	3445	DC_cDC1
lung_SmartSeq2_Smart-seq2_I14.MAA001847.3_39_F.1.1	Smart-seq2	461451	3459	FB_alveolar
lung_SmartSeq2_Smart-seq2_K7.MAA001847.3_39_F.1.1	Smart-seq2	600822	4256	DC_cDC2
lung_SmartSeq2_Smart-seq2_M7.MAA001847.3_39_F.1.1	Smart-seq2	158720	1523	Bcell
lung_SmartSeq2_Smart-seq2_N17.MAA001847.3_39_F.1.1	Smart-seq2	431871	3005	FB_alveolar
lung_SmartSeq2_Smart-seq2_F10.MAA001847.3_39_F.1.1	Smart-seq2	238982	2572	FB_alveolar
lung_SmartSeq2_Smart-seq2_N18.MAA001847.3_39_F.1.1	Smart-seq2	257193	2199	Tcell_CD4T
lung_SmartSeq2_Smart-seq2_P3.MAA001847.3_39_F.1.1	Smart-seq2	447552	3356	DC_cDC2
lung_SmartSeq2_Smart-seq2_F11.MAA001847.3_39_F.1.1	Smart-seq2	304825	2470	FB_alveolar
lung_SmartSeq2_Smart-seq2_H3.MAA001847.3_39_F.1.1	Smart-seq2	506164	3788	Epi_AT2
lung_SmartSeq2_Smart-seq2_I15.MAA001847.3_39_F.1.1	Smart-seq2	421045	3532	FB_alveolar
lung_SmartSeq2_Smart-seq2_K11.MAA001847.3_39_F.1.1	Smart-seq2	311044	2552	FB_alveolar
lung_SmartSeq2_Smart-seq2_M8.MAA001847.3_39_F.1.1	Smart-seq2	782288	5195	Epi_ciliated
lung_SmartSeq2_Smart-seq2_H4.MAA001847.3_39_F.1.1	Smart-seq2	97321	1558	Endo_capillary
lung_SmartSeq2_Smart-seq2_I16.MAA001847.3_39_F.1.1	Smart-seq2	526014	3358	FB_alveolar
lung_SmartSeq2_Smart-seq2_K12.MAA001847.3_39_F.1.1	Smart-seq2	108400	2589	FB_alveolar
lung_SmartSeq2_Smart-seq2_M10.MAA001847.3_39_F.1.1	Smart-seq2	409223	2653	FB_alveolar
lung_SmartSeq2_Smart-seq2_N20.MAA001847.3_39_F.1.1	Smart-seq2	223175	2338	Tcell_CD4T
lung_SmartSeq2_Smart-seq2_P4.MAA001847.3_39_F.1.1	Smart-seq2	100364	1369	Bcell
lung_SmartSeq2_Smart-seq2_K13.MAA001847.3_39_F.1.1	Smart-seq2	836317	3431	FB_alveolar
lung_SmartSeq2_Smart-seq2_M11.MAA001847.3_39_F.1.1	Smart-seq2	358837	2430	FB_alveolar
lung_SmartSeq2_Smart-seq2_N21.MAA001847.3_39_F.1.1	Smart-seq2	163417	1605	Bcell
lung_SmartSeq2_Smart-seq2_P5.MAA001847.3_39_F.1.1	Smart-seq2	556556	3052	Epi_AT2
lung_SmartSeq2_Smart-seq2_F12.MAA001847.3_39_F.1.1	Smart-seq2	205293	1955	FB_alveolar
lung_SmartSeq2_Smart-seq2_H5.MAA001847.3_39_F.1.1	Smart-seq2	646223	4023	Epi_AT2
lung_SmartSeq2_Smart-seq2_I17.MAA001847.3_39_F.1.1	Smart-seq2	328854	2764	FB_alveolar
lung_SmartSeq2_Smart-seq2_A4.MAA001889.3_38_F.1.1	Smart-seq2	1180005	1718	Tcell_CD8T
lung_SmartSeq2_Smart-seq2_A3.MAA001889.3_38_F.1.1	Smart-seq2	34687	771	Tcell_CD8T
lung_SmartSeq2_Smart-seq2_C7.MAA001889.3_38_F.1.1	Smart-seq2	1733988	1636	Endo_capillary
lung_SmartSeq2_Smart-seq2_A5.MAA001889.3_38_F.1.1	Smart-seq2	1161410	1749	Endo_capillary
lung_SmartSeq2_Smart-seq2_C9.MAA001889.3_38_F.1.1	Smart-seq2	2172855	1735	Endo_capillary
lung_SmartSeq2_Smart-seq2_C8.MAA001889.3_38_F.1.1	Smart-seq2	2170524	2054	Endo_capillary
lung_SmartSeq2_Smart-seq2_A6.MAA001889.3_38_F.1.1	Smart-seq2	1398583	1288	NK
lung_SmartSeq2_Smart-seq2_B8.MAA001889.3_38_F.1.1	Smart-seq2	2410414	1949	DC_cDC2
lung_SmartSeq2_Smart-seq2_C11.MAA001889.3_38_F.1.1	Smart-seq2	1671330	1807	FB_peribronchiolar
lung_SmartSeq2_Smart-seq2_B10.MAA001889.3_38_F.1.1	Smart-seq2	1799503	2298	DC_cDC2
lung_SmartSeq2_Smart-seq2_B11.MAA001889.3_38_F.1.1	Smart-seq2	2304385	2236	Epi_AT2
lung_SmartSeq2_Smart-seq2_A10.MAA001889.3_38_F.1.1	Smart-seq2	623866	1238	DC_cDC2
lung_SmartSeq2_Smart-seq2_B12.MAA001889.3_38_F.1.1	Smart-seq2	28454	1463	DC_cDC1
lung_SmartSeq2_Smart-seq2_B13.MAA001889.3_38_F.1.1	Smart-seq2	3093684	2158	Epi_AT2
lung_SmartSeq2_Smart-seq2_A12.MAA001889.3_38_F.1.1	Smart-seq2	2555304	3603	DC_cDC1
lung_SmartSeq2_Smart-seq2_A13.MAA001889.3_38_F.1.1	Smart-seq2	2695540	2704	DC_cDC2
lung_SmartSeq2_Smart-seq2_B15.MAA001889.3_38_F.1.1	Smart-seq2	6749	670	DC_cDC1
lung_SmartSeq2_Smart-seq2_A14.MAA001889.3_38_F.1.1	Smart-seq2	1985911	1947	DC_cDC3
lung_SmartSeq2_Smart-seq2_B16.MAA001889.3_38_F.1.1	Smart-seq2	3419323	2575	DC_cDC2
lung_SmartSeq2_Smart-seq2_A16.MAA001889.3_38_F.1.1	Smart-seq2	1807675	2047	DC_cDC1
lung_SmartSeq2_Smart-seq2_B18.MAA001889.3_38_F.1.1	Smart-seq2	3492238	1352	Pericyte
lung_SmartSeq2_Smart-seq2_B19.MAA001889.3_38_F.1.1	Smart-seq2	4124395	2119	FB_alveolar
lung_SmartSeq2_Smart-seq2_A17.MAA001889.3_38_F.1.1	Smart-seq2	21745	953	DC_cDC1
lung_SmartSeq2_Smart-seq2_A18.MAA001889.3_38_F.1.1	Smart-seq2	3299821	1926	FB_alveolar
lung_SmartSeq2_Smart-seq2_B20.MAA001889.3_38_F.1.1	Smart-seq2	608791	2389	FB_alveolar
lung_SmartSeq2_Smart-seq2_B21.MAA001889.3_38_F.1.1	Smart-seq2	4996054	2815	FB_alveolar
lung_SmartSeq2_Smart-seq2_A20.MAA001889.3_38_F.1.1	Smart-seq2	4067864	1910	FB_alveolar
lung_SmartSeq2_Smart-seq2_B22.MAA001889.3_38_F.1.1	Smart-seq2	5281580	1711	FB_alveolar
lung_SmartSeq2_Smart-seq2_C1.MAA001889.3_38_F.1.1	Smart-seq2	4505	524	NK
lung_SmartSeq2_Smart-seq2_A22.MAA001889.3_38_F.1.1	Smart-seq2	3888341	3212	FB_alveolar
lung_SmartSeq2_Smart-seq2_C2.MAA001889.3_38_F.1.1	Smart-seq2	1346358	1188	NK
lung_SmartSeq2_Smart-seq2_B1.MAA001889.3_38_F.1.1	Smart-seq2	3326238	2124	FB_alveolar
lung_SmartSeq2_Smart-seq2_C3.MAA001889.3_38_F.1.1	Smart-seq2	1236841	1235	Tcell_CD8T
lung_SmartSeq2_Smart-seq2_B2.MAA001889.3_38_F.1.1	Smart-seq2	1142898	1170	Bcell
lung_SmartSeq2_Smart-seq2_A1.MAA001889.3_38_F.1.1	Smart-seq2	181752	1735	FB_alveolar
lung_SmartSeq2_Smart-seq2_B3.MAA001889.3_38_F.1.1	Smart-seq2	251474	694	Bcell
lung_SmartSeq2_Smart-seq2_C5.MAA001889.3_38_F.1.1	Smart-seq2	1929109	1570	Tcell_CD8T
lung_SmartSeq2_Smart-seq2_C4.MAA001889.3_38_F.1.1	Smart-seq2	1042028	1054	Bcell
lung_SmartSeq2_Smart-seq2_B4.MAA001889.3_38_F.1.1	Smart-seq2	1821100	1768	Tcell_CD4T
lung_SmartSeq2_Smart-seq2_D10.MAA001889.3_38_F.1.1	Smart-seq2	2015545	2198	Epi_AT2
lung_SmartSeq2_Smart-seq2_F21.MAA001889.3_38_F.1.1	Smart-seq2	2657645	1275	FB_alveolar
lung_SmartSeq2_Smart-seq2_H5.MAA001889.3_38_F.1.1	Smart-seq2	1564340	2073	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_I9.MAA001889.3_38_F.1.1	Smart-seq2	321562	776	Neutrophil
lung_SmartSeq2_Smart-seq2_K17.MAA001889.3_38_F.1.1	Smart-seq2	445794	916	Epi_ciliated
lung_SmartSeq2_Smart-seq2_E18.MAA001889.3_38_F.1.1	Smart-seq2	2028271	1464	FB_alveolar
lung_SmartSeq2_Smart-seq2_F22.MAA001889.3_38_F.1.1	Smart-seq2	1700901	1463	FB_alveolar
lung_SmartSeq2_Smart-seq2_H6.MAA001889.3_38_F.1.1	Smart-seq2	1529531	2103	FB_alveolar
lung_SmartSeq2_Smart-seq2_I10.MAA001889.3_38_F.1.1	Smart-seq2	1101200	2375	Epi_AT2
lung_SmartSeq2_Smart-seq2_K18.MAA001889.3_38_F.1.1	Smart-seq2	1718717	2276	FB_adventitial
lung_SmartSeq2_Smart-seq2_L21.MAA001889.3_38_F.1.1	Smart-seq2	2772847	1489	FB_alveolar
lung_SmartSeq2_Smart-seq2_N4.MAA001889.3_38_F.1.1	Smart-seq2	615436	1172	NK
lung_SmartSeq2_Smart-seq2_O9.MAA001889.3_38_F.1.1	Smart-seq2	1377791	2042	FB_alveolar
lung_SmartSeq2_Smart-seq2_O8.MAA001889.3_38_F.1.1	Smart-seq2	810305	2271	NK
lung_SmartSeq2_Smart-seq2_P12.MAA001889.3_38_F.1.1	Smart-seq2	748521	1580	FB_peribronchiolar
lung_SmartSeq2_Smart-seq2_D11.MAA001889.3_38_F.1.1	Smart-seq2	919380	1933	Endo_venous
lung_SmartSeq2_Smart-seq2_G2.MAA001889.3_38_F.1.1	Smart-seq2	1352097	2064	DC_cDC2
lung_SmartSeq2_Smart-seq2_H7.MAA001889.3_38_F.1.1	Smart-seq2	393690	732	Neutrophil
lung_SmartSeq2_Smart-seq2_I11.MAA001889.3_38_F.1.1	Smart-seq2	1282709	3227	Epi_ciliated
lung_SmartSeq2_Smart-seq2_J13.MAA001889.3_38_F.1.1	Smart-seq2	1082053	2359	DC_cDC2
lung_SmartSeq2_Smart-seq2_K19.MAA001889.3_38_F.1.1	Smart-seq2	2180763	1529	FB_alveolar
lung_SmartSeq2_Smart-seq2_M1.MAA001889.3_38_F.1.1	Smart-seq2	826230	1790	Tcell_CD4T
lung_SmartSeq2_Smart-seq2_N5.MAA001889.3_38_F.1.1	Smart-seq2	1252030	1760	Endo_capillary
lung_SmartSeq2_Smart-seq2_O10.MAA001889.3_38_F.1.1	Smart-seq2	6016	673	FB_alveolar
lung_SmartSeq2_Smart-seq2_P14.MAA001889.3_38_F.1.1	Smart-seq2	942482	1169	Tcell_CD8T
lung_SmartSeq2_Smart-seq2_E19.MAA001889.3_38_F.1.1	Smart-seq2	2103848	1118	FB_alveolar
lung_SmartSeq2_Smart-seq2_M2.MAA001889.3_38_F.1.1	Smart-seq2	1641519	2457	DC_cDC2
lung_SmartSeq2_Smart-seq2_N6.MAA001889.3_38_F.1.1	Smart-seq2	993276	1180	DC_cDC2
lung_SmartSeq2_Smart-seq2_O11.MAA001889.3_38_F.1.1	Smart-seq2	983883	2990	DC_cDC2
lung_SmartSeq2_Smart-seq2_P15.MAA001889.3_38_F.1.1	Smart-seq2	916667	1123	Endo_capillary
lung_SmartSeq2_Smart-seq2_D14.MAA001889.3_38_F.1.1	Smart-seq2	1650853	2487	Epi_AT2
lung_SmartSeq2_Smart-seq2_E21.MAA001889.3_38_F.1.1	Smart-seq2	3246838	1758	FB_alveolar
lung_SmartSeq2_Smart-seq2_D13.MAA001889.3_38_F.1.1	Smart-seq2	1508560	2551	Epi_AT2
lung_SmartSeq2_Smart-seq2_E20.MAA001889.3_38_F.1.1	Smart-seq2	2085318	2556	FB_alveolar
lung_SmartSeq2_Smart-seq2_G5.MAA001889.3_38_F.1.1	Smart-seq2	1169777	1076	NK
lung_SmartSeq2_Smart-seq2_H8.MAA001889.3_38_F.1.1	Smart-seq2	770283	1375	Endo_capillary
lung_SmartSeq2_Smart-seq2_I12.MAA001889.3_38_F.1.1	Smart-seq2	1112318	1965	DC_cDC2
lung_SmartSeq2_Smart-seq2_K21.MAA001889.3_38_F.1.1	Smart-seq2	2416392	2189	FB_alveolar
lung_SmartSeq2_Smart-seq2_O12.MAA001889.3_38_F.1.1	Smart-seq2	1320809	2210	DC_cDC1
lung_SmartSeq2_Smart-seq2_F1.MAA001889.3_38_F.1.1	Smart-seq2	1081263	1311	Endo_capillary
lung_SmartSeq2_Smart-seq2_H9.MAA001889.3_38_F.1.1	Smart-seq2	602820	1318	Tcell_CD8T
lung_SmartSeq2_Smart-seq2_H10.MAA001889.3_38_F.1.1	Smart-seq2	1145967	2756	Epi_AT2
lung_SmartSeq2_Smart-seq2_I13.MAA001889.3_38_F.1.1	Smart-seq2	739505	1159	Endo_capillary
lung_SmartSeq2_Smart-seq2_J15.MAA001889.3_38_F.1.1	Smart-seq2	1468272	2469	Epi_AT2
lung_SmartSeq2_Smart-seq2_K22.MAA001889.3_38_F.1.1	Smart-seq2	1533183	1701	FB_alveolar
lung_SmartSeq2_Smart-seq2_M5.MAA001889.3_38_F.1.1	Smart-seq2	1425245	2292	Endo_venous
lung_SmartSeq2_Smart-seq2_N7.MAA001889.3_38_F.1.1	Smart-seq2	1371957	2656	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_J16.MAA001889.3_38_F.1.1	Smart-seq2	1699948	2093	Epi_AT2
lung_SmartSeq2_Smart-seq2_F2.MAA001889.3_38_F.1.1	Smart-seq2	894024	1389	Mo_Ly6Clo
lung_SmartSeq2_Smart-seq2_G8.MAA001889.3_38_F.1.1	Smart-seq2	1428665	2253	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_I15.MAA001889.3_38_F.1.1	Smart-seq2	2346578	3918	Epi_ciliated
lung_SmartSeq2_Smart-seq2_J17.MAA001889.3_38_F.1.1	Smart-seq2	575542	602	FB_peribronchiolar
lung_SmartSeq2_Smart-seq2_L2.MAA001889.3_38_F.1.1	Smart-seq2	743640	1823	Endo_capillary
lung_SmartSeq2_Smart-seq2_M7.MAA001889.3_38_F.1.1	Smart-seq2	1034459	1621	NK
lung_SmartSeq2_Smart-seq2_L1.MAA001889.3_38_F.1.1	Smart-seq2	845220	1549	Endo_capillary
lung_SmartSeq2_Smart-seq2_N9.MAA001889.3_38_F.1.1	Smart-seq2	443672	761	Neutrophil
lung_SmartSeq2_Smart-seq2_O14.MAA001889.3_38_F.1.1	Smart-seq2	1519913	1011	Tcell_CD4T
lung_SmartSeq2_Smart-seq2_P18.MAA001889.3_38_F.1.1	Smart-seq2	1968077	1665	FB_alveolar
lung_SmartSeq2_Smart-seq2_N8.MAA001889.3_38_F.1.1	Smart-seq2	1353706	2898	NK
lung_SmartSeq2_Smart-seq2_O13.MAA001889.3_38_F.1.1	Smart-seq2	2022179	2545	DC_cDC1
lung_SmartSeq2_Smart-seq2_P17.MAA001889.3_38_F.1.1	Smart-seq2	1315158	1645	DC_cDC1
lung_SmartSeq2_Smart-seq2_H12.MAA001889.3_38_F.1.1	Smart-seq2	1982639	2573	Epi_AT2
lung_SmartSeq2_Smart-seq2_I16.MAA001889.3_38_F.1.1	Smart-seq2	622353	1465	Epi_ciliated
lung_SmartSeq2_Smart-seq2_L3.MAA001889.3_38_F.1.1	Smart-seq2	691249	1485	Endo_capillary
lung_SmartSeq2_Smart-seq2_M8.MAA001889.3_38_F.1.1	Smart-seq2	1266750	2483	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_N10.MAA001889.3_38_F.1.1	Smart-seq2	408460	1116	DC_cDC1
lung_SmartSeq2_Smart-seq2_O15.MAA001889.3_38_F.1.1	Smart-seq2	859359	989	Bcell
lung_SmartSeq2_Smart-seq2_N11.MAA001889.3_38_F.1.1	Smart-seq2	1781414	2614	DC_cDC1
lung_SmartSeq2_Smart-seq2_O16.MAA001889.3_38_F.1.1	Smart-seq2	1571214	2244	DC_cDC1
lung_SmartSeq2_Smart-seq2_D20.MAA001889.3_38_F.1.1	Smart-seq2	2043950	2276	FB_alveolar
lung_SmartSeq2_Smart-seq2_C15.MAA001889.3_38_F.1.1	Smart-seq2	1654011	2615	Epi_AT2
lung_SmartSeq2_Smart-seq2_F5.MAA001889.3_38_F.1.1	Smart-seq2	792024	1298	NK
lung_SmartSeq2_Smart-seq2_F4.MAA001889.3_38_F.1.1	Smart-seq2	2186223	2147	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_I17.MAA001889.3_38_F.1.1	Smart-seq2	2850266	2438	Epi_AT2
lung_SmartSeq2_Smart-seq2_L4.MAA001889.3_38_F.1.1	Smart-seq2	899010	1855	Endo_capillary
lung_SmartSeq2_Smart-seq2_O17.MAA001889.3_38_F.1.1	Smart-seq2	2708819	1988	DC_cDC1
lung_SmartSeq2_Smart-seq2_P22.MAA001889.3_38_F.1.1	Smart-seq2	1616873	1063	FB_alveolar
lung_SmartSeq2_Smart-seq2_C17.MAA001889.3_38_F.1.1	Smart-seq2	2081405	1718	Bcell
lung_SmartSeq2_Smart-seq2_D22.MAA001889.3_38_F.1.1	Smart-seq2	3642892	1388	FB_alveolar
lung_SmartSeq2_Smart-seq2_F6.MAA001889.3_38_F.1.1	Smart-seq2	1136339	1340	Mo_Ly6Clo
lung_SmartSeq2_Smart-seq2_G12.MAA001889.3_38_F.1.1	Smart-seq2	678280	2049	Mo_Ly6Chi
lung_SmartSeq2_Smart-seq2_H14.MAA001889.3_38_F.1.1	Smart-seq2	1340557	2617	DC_cDC1
lung_SmartSeq2_Smart-seq2_H15.MAA001889.3_38_F.1.1	Smart-seq2	1328288	2662	Epi_AT2
lung_SmartSeq2_Smart-seq2_I19.MAA001889.3_38_F.1.1	Smart-seq2	2714757	1462	FB_alveolar
lung_SmartSeq2_Smart-seq2_I18.MAA001889.3_38_F.1.1	Smart-seq2	2650198	1807	FB_alveolar
lung_SmartSeq2_Smart-seq2_J21.MAA001889.3_38_F.1.1	Smart-seq2	2881013	1486	FB_alveolar
lung_SmartSeq2_Smart-seq2_L5.MAA001889.3_38_F.1.1	Smart-seq2	538121	1366	Bcell
lung_SmartSeq2_Smart-seq2_M10.MAA001889.3_38_F.1.1	Smart-seq2	745308	1182	Tcell_CD8T
lung_SmartSeq2_Smart-seq2_N12.MAA001889.3_38_F.1.1	Smart-seq2	2430372	1581	NK
lung_SmartSeq2_Smart-seq2_J22.MAA001889.3_38_F.1.1	Smart-seq2	2742001	1085	FB_alveolar
lung_SmartSeq2_Smart-seq2_C19.MAA001889.3_38_F.1.1	Smart-seq2	1801208	1903	FB_adventitial
lung_SmartSeq2_Smart-seq2_G13.MAA001889.3_38_F.1.1	Smart-seq2	1932413	2605	Epi_AT2
lung_SmartSeq2_Smart-seq2_H16.MAA001889.3_38_F.1.1	Smart-seq2	2666937	3221	Epi_ciliated
lung_SmartSeq2_Smart-seq2_I20.MAA001889.3_38_F.1.1	Smart-seq2	3320385	2072	FB_alveolar
lung_SmartSeq2_Smart-seq2_K2.MAA001889.3_38_F.1.1	Smart-seq2	2266570	2324	FB_peribronchiolar
lung_SmartSeq2_Smart-seq2_L7.MAA001889.3_38_F.1.1	Smart-seq2	410609	837	FB_alveolar
lung_SmartSeq2_Smart-seq2_M12.MAA001889.3_38_F.1.1	Smart-seq2	443343	1633	DC_cDC2
lung_SmartSeq2_Smart-seq2_L6.MAA001889.3_38_F.1.1	Smart-seq2	940821	1438	Tcell_CD8T
lung_SmartSeq2_Smart-seq2_N14.MAA001889.3_38_F.1.1	Smart-seq2	2269289	2918	Epi_AT2
